,ar_1_food_h_3,ar_1_energy_h_3,ar_1_neig_h_3,ar_1_services_h_3
2021-06-30,1.9027899379508717,4.2580963422507825,0.4914196815164556,1.8233531585459528
2021-07-31,2.0243312574015064,6.794638783884103,0.4139348821297722,1.4936075374649247
2021-08-31,1.6099099430031307,8.394338436491237,0.7977108188283462,1.7453764032079964
2021-09-30,1.4031029351867177,7.956854915606708,1.4192227651688023,1.1078026104497478
2021-10-31,3.3790783584988917,9.775285439591087,3.1850592359770133,0.9776424579439256
2021-11-30,3.4516006969544786,10.488461087313905,3.1820590945508815,1.287515087502307
2021-12-31,3.597041310199356,11.750686304903796,3.2304649998001613,1.668039068754051
2022-01-31,3.4488747698971456,15.476115840586374,3.2993093836836773,1.9845100284769848
2022-02-28,3.655353183670969,18.292135828779433,3.529605063604127,3.032857948879931
2022-03-31,4.506871510100572,15.414727763500116,4.175384449709962,2.6225636253409013
2022-04-30,3.803699091066024,17.47060588460381,2.64706534690023,2.308441338451457
2022-05-31,3.987110105228489,18.967538935713957,2.867481742645862,2.3016495052214125
2022-06-30,4.528034669208673,31.48024194120834,3.704169071687388,2.359004516973064
2022-07-31,5.620122261246088,28.947051752929315,4.312489000524374,2.5949510291157365
2022-08-31,7.182799426609201,31.412409918229727,4.673234026809913,2.525408231732603
2022-09-30,8.06504181051654,31.30721389038732,4.664658778182599,1.656126532606596
2022-10-31,9.322511236796672,29.85374492781092,4.82100998077425,1.6444518147851237
2022-11-30,10.3310205728222,30.04774207581712,5.044470831966911,1.6434020235427955
2022-12-31,11.54123177605284,36.96856677474147,5.294737324655647,2.9309122359836333
