prc_energy_h_1,prc_energy_h_2,prc_energy_h_3,ridge_energy_h_1,ridge_energy_h_2,ridge_energy_h_3,lasso_energy_h_1,lasso_energy_h_2,lasso_energy_h_3,xgb_energy_h_1,xgb_energy_h_2,xgb_energy_h_3,cb_ridge_lasso_energy_h_1,cb_ridge_lasso_energy_h_2,cb_ridge_lasso_energy_h_3,cb_ridge_pcr_energy_h_1,cb_ridge_pcr_energy_h_2,cb_ridge_pcr_energy_h_3,cb_ridge_prc_lasso_energy_h_1,cb_ridge_prc_lasso_energy_h_2,cb_ridge_prc_lasso_energy_h_3,ar_1_energy_h_1,ar_1_energy_h_2,ar_1_energy_h_3,xgb_pca_energy_h_1,xgb_pca_energy_h_2,xgb_pca_energy_h_3
-1.5513220578707592,0.6329650479046621,2.241742417523837,-1.5958036529348412,0.7231850697747824,2.5690218948914847,-1.73068480432738,0.6992439531785313,2.5965497281091827,-0.5784831,1.7698263,4.2201586,-1.6632442286311109,0.7112145114766568,2.582785811500334,-1.5958036529348412,0.7231850697747824,2.5690218948914847,-1.62593683837766,0.6851313569526586,2.469104680174835,-0.5722114262459626,2.259468918666565,3.2877749897611284,-0.85806024,0.5864074,3.3357916
-6.900625832571033,-2.0773779959777805,0.1198567328602429,-5.774029819020939,-1.649034651000911,0.6768563141037973,-5.811836664066057,-1.6661238162869056,0.7131413100317522,-5.9766726,-2.4946756,1.3875954,-5.792933241543498,-1.6575792336439084,0.6949988120677748,-5.774029819020939,-1.649034651000911,0.6768563141037973,-6.162164105219343,-1.7975121544218655,0.5032847856652641,-5.0742642356743515,-0.3335759200126358,2.3102671609621943,-6.09924,-1.2844137,1.7455918
-7.553370596067862,-6.025950569521324,-1.248255160604232,-7.888967419502894,-4.983551982556476,-1.4701176973098826,-7.933016638273763,-4.975560728981971,-1.4886763057835557,-7.1782694,-6.0493493,-2.6309667,-7.910992028888328,-4.9795563557692235,-1.4793970015467193,-7.888967419502894,-4.983551982556476,-1.4701176973098826,-7.791784884614839,-5.3283544270199235,-1.4023497212325566,-7.56773260686318,-4.5380563980693065,-0.1155047255212438,-6.8918433,-6.2852664,-2.6856072
-5.958995451624757,-7.632612642140346,-6.2282574807126165,-6.0742502358259785,-6.5453046588124995,-4.415728336865159,-6.126920883800365,-6.597577770757335,-4.49192777819201,-6.5206647,-5.774193,-4.6901574,-6.1005855598131715,-6.571441214784917,-4.453828057528584,-6.0742502358259785,-6.5453046588124995,-4.415728336865159,-6.0533888570837,-6.925165023903394,-5.045304531923262,-5.408865196707857,-6.866713909007363,-4.048761254217971,-6.424702,-6.247111,-5.6213017
-6.416976422473336,-5.791595201106302,-7.422339190653483,-7.161014892129305,-5.241934518044044,-5.8598567226276,-7.177649280623289,-5.263413343847539,-6.003539043930518,-6.1287208,-5.281819,-5.963158,-7.169332086376297,-5.252673930945791,-5.931697883279059,-7.161014892129305,-5.241934518044044,-5.8598567226276,-6.91854686507531,-5.432314354332628,-6.428578319070534,-5.869834078319877,-4.850541228468929,-6.227200993871419,-6.228881,-6.2284307,-5.629838
-4.8521287735527405,-5.081976147168989,-4.541033912944411,-6.897849119218973,-6.434455244534126,-4.728904532103103,-6.950963014441296,-6.418086328189348,-4.73747193891644,-6.113788,-5.5820274,-6.0012956,-6.924406066830135,-6.426270786361737,-4.733188235509772,-6.897849119218973,-6.434455244534126,-4.728904532103103,-6.233646969071003,-5.9781725732974875,-4.669136794654651,-5.467927707817733,-5.28104143487931,-4.341088214874022,-6.15301,-5.7803307,-5.1574597
-6.645082117976562,-4.399879886233656,-4.59436213187268,-7.710289032452824,-6.45129227833857,-5.9592533117660835,-7.797717330773705,-6.432452124109156,-5.783683812409698,-7.4693284,-5.5648923,-5.8680444,-7.754003181613264,-6.441872201223863,-5.871468562087891,-7.710289032452824,-6.45129227833857,-5.9592533117660835,-7.384362827067697,-5.761208096227127,-5.44576641868282,-6.103845624357061,-4.9056998828557505,-4.743817578538841,-7.12877,-5.8054566,-5.8182354
-4.628720798749287,-4.626993330687797,-2.561002796830718,-7.4724205153106045,-7.338393418559743,-6.118878002353452,-7.563459404494536,-7.353805962813677,-5.796471944740132,-7.075868,-7.063938,-5.7792845,-7.51793995990257,-7.34609969068671,-5.957674973546792,-7.4724205153106045,-7.338393418559743,-6.118878002353452,-6.554866906184809,-6.439730904020405,-4.825450914641434,-6.0130002077085845,-5.4995855121261785,-4.3926886774313765,-6.8979106,-5.9034195,-5.8268347
-8.640011836334217,-5.190724464271455,-5.181390030489323,-8.407404063500868,-7.340534969144219,-6.996907098177398,-8.408681422238764,-7.34827643685007,-6.707670603404501,-7.22966,-6.867354,-7.6350446,-8.408042742869817,-7.344405702997145,-6.852288850790949,-8.407404063500868,-7.340534969144219,-6.996907098177398,-8.485365774024617,-6.626511956755248,-6.295322577357074,-6.8373544706422065,-5.414744707944688,-4.948263745699202,-7.0165887,-5.907043,-6.511659
-7.934566716697867,-11.206342988483348,-7.859680618366522,-6.021303423764969,-8.255545511673462,-7.0000758351509536,-6.088597383597529,-8.109733191406061,-6.707216370548341,-6.414948,-6.502011,-6.257786,-6.054950403681249,-8.182639351539763,-6.853646102849647,-6.021303423764969,-8.255545511673462,-7.0000758351509536,-6.681489174686789,-9.19054056385429,-7.188990941355272,-5.478801097455186,-6.1846116002762495,-4.868895878803797,-5.9833503,-5.885525,-6.0848293
-1.6348194330470989,-8.202783455615911,-11.174215825283726,-2.043872602518281,-5.787238276728228,-7.747367145822441,-2.206706671789098,-5.565341781476736,-7.323177889540508,-1.1397887,-5.572227,-5.6847825,-2.1252896371536893,-5.676290029102482,-7.535272517681475,-2.043872602518281,-5.787238276728228,-7.747367145822441,-1.9617995691181591,-6.518454504606958,-8.748253620215559,-1.9030461721477057,-4.91585457370372,-5.589099955453516,-2.175355,-4.686751,-5.890028
0.7749646898665519,-1.4012246578919592,-7.396791098174829,0.9949143687262652,-2.1690171176815207,-5.24860389381395,0.9220424655503308,-2.0986241027710726,-4.799654453521918,1.941717,-3.7437432,-4.892731,0.958478417138298,-2.1338206102262967,-5.024129173667934,0.9949143687262652,-2.1690171176815207,-5.24860389381395,0.8973071747143826,-1.889621959448184,-5.815016481836899,0.3460040868153445,-1.5764464383115595,-4.402188306287575,1.8848107,-2.9901288,-5.779348
7.337052172554889,2.907214486026145,0.5760115404403081,5.820577170578755,1.1996786936126342,-1.8021528775247608,5.768023264227547,1.1997810673819318,-1.5703477146701077,6.173246,2.781036,-3.1713276,5.794300217403151,1.1997298804972831,-1.6862502960974344,5.820577170578755,1.1996786936126342,-1.8021528775247608,6.308550869120396,1.7688914156735702,-0.9321630172515202,4.433865047745511,0.5239482723357934,-1.2781997614328928,6.1802144,2.2132585,-2.8504734
10.437953082161156,9.600201245467405,5.034901029347099,9.304824692723274,5.345320961429428,1.5602518675674886,9.178270037241916,5.393075715063414,1.63321617562051,6.657605,5.6614404,3.2807148,9.241547364982594,5.369198338246421,1.5967340215939991,9.304824692723274,5.345320961429428,1.5602518675674886,9.640349270708782,6.779532640653415,2.7427896908450324,7.337222085933279,4.341613754012603,0.6867020264598711,6.780769,3.9969294,2.826599
9.702050399249178,10.267135520044189,8.75738206138173,11.91855573820039,8.713209540165995,5.430071949992177,11.83870462291204,8.511629847151745,5.506417026875759,9.684631,8.449596,5.8788095,11.878630180556216,8.61241969365887,5.468244488433968,11.91855573820039,8.713209540165995,5.430071949992177,11.153103586787202,9.16399163578731,6.564623679416556,9.1682575810038,7.0530675073591365,4.2580963422507825,8.134089,6.8381486,4.624653
10.14943726615547,10.46234476406985,10.629029492722829,11.2503487128397,11.004507605079729,8.570517793133146,11.270794880500048,10.90976896392798,8.17542344025353,8.257707,6.3821325,6.517558,11.260571796669876,10.957138284503856,8.372970616693337,11.2503487128397,11.004507605079729,8.570517793133146,10.89019361983174,10.792207111025853,9.1249902420365,8.66750867233055,8.763076989595817,6.794638783884103,8.617527,4.645782,6.826677
12.237863162876648,10.455091332241311,10.886561634947,14.217963266368384,10.963394102606898,11.129515064192388,14.229850068279148,10.986154821069295,10.667579565218006,11.210269,9.506824,7.823291,14.223906667323767,10.974774461838097,10.898547314705198,14.217963266368384,10.963394102606898,11.129515064192388,13.561892165841394,10.8015467519725,10.894552088119132,10.748906157982685,8.295426097870232,8.394338436491237,10.832362,9.373493,6.6140237
13.9447506122419,13.384497392321636,11.55266600432422,15.075792172711155,14.062025960771711,11.057023580620468,15.098105708317984,14.06853218504322,10.736770030345342,11.744545,12.071162,10.18225,15.08694894051457,14.065279072907463,10.896896805482903,15.075792172711155,14.062025960771711,11.057023580620468,14.70621616442368,13.83835184604552,11.11548653843001,11.565215596490194,10.239249386031918,7.956854915606708,11.744036,9.753738,8.568258
14.893295509519254,14.65984720949842,13.966083434921313,17.482262055736612,14.993084044733912,14.081195476355202,17.590362522262126,14.98279426090796,13.415671962173668,13.354705,10.9388895,11.891266,17.53631228899937,14.987939152820935,13.748433719264437,17.482262055736612,14.993084044733912,14.081195476355202,16.655306695839332,14.87857517171343,13.820983624483397,13.009973787450305,11.001603192959829,9.775285439591087,12.836483,10.148913,10.685112
21.41782294215448,16.77265109448504,16.385452497037466,23.24229195310858,17.641810249331257,15.507927845190055,23.360888555611304,17.67804122951006,14.753526658774748,14.861223,12.281307,12.432201,23.301590254359944,17.659925739420657,15.1307272519824,23.24229195310858,17.641810249331257,15.507927845190055,22.67366781695812,17.36416752444212,15.54896900033409,17.274145316838098,12.350867154653674,10.488461087313905,13.624163,11.758461,10.591129
23.865495400914966,22.794335937918568,18.04184034544538,26.177367768192532,24.230020962102756,18.185269238043297,26.134008863279732,24.13974274471797,17.65445900937325,15.491081,13.343664,15.331379,26.155688315736132,24.184881853410364,17.919864123708273,26.177367768192532,24.230020962102756,18.185269238043297,25.39229067746241,23.721366548246433,17.96052286428731,20.497395721878892,16.333189599394693,11.750686304903796,14.395638,9.600813,12.290742
17.214864332289025,23.452979703750454,22.28704817042483,18.451061163304384,26.168800975193143,24.084732478397893,18.37945748679244,26.02458857265148,23.419448478206867,12.713128,14.430157,15.187213,18.41525932504841,26.096694773922312,23.752090478302375,18.451061163304384,26.168800975193143,24.084732478397893,18.015127660795283,25.215456417198357,23.263743042343197,17.203879784220227,19.343392717292577,15.476115840586374,12.193605,11.027048,12.479396
20.469326097944187,17.408672444470742,23.881795275430537,18.62746095031961,18.87955550836146,26.47380218764231,18.4031395054708,18.64754319732952,25.693458229050037,13.284341,15.89127,15.798975,18.515300227895203,18.763549352845487,26.08363020834617,18.62746095031961,18.87955550836146,26.47380218764231,19.1666421845782,18.311923716720575,25.34968523070763,19.557062650231785,16.26756840997786,18.292135828779433,13.257053,13.803473,13.126562
20.64825767584346,18.26977176177622,17.052231211062093,21.16288141129297,17.669929538671514,18.822928786330227,20.615413873842453,17.07405586546936,18.62937616306655,16.89949,14.066141,17.792572,20.88914764256771,17.371992702070436,18.726152474698388,21.16288141129297,17.669929538671514,18.822928786330227,20.80885098699296,17.671252388639033,18.168178720152955,21.270470255127996,18.465212871349525,15.414727763500116,16.505173,12.907056,16.480555
41.22753606948597,20.70013246162357,17.95964426825276,44.243353183144656,24.287248512796673,18.605590792207504,43.58198929668632,22.812696678606752,17.245572240968215,29.090994,28.137573,31.50106,43.91267123991548,23.54997259570171,17.92558151658786,44.243353183144656,24.287248512796673,18.605590792207504,43.01762618310565,22.600025884342333,17.936935767142828,35.59266086446889,20.065369317904985,17.47060588460381,26.756248,16.846817,22.564888
34.59819122657547,41.3859640060113,20.010514989360512,37.44119078519353,46.2295658175276,23.47179297458904,36.69908365629019,44.611732072109945,20.956756702830493,31.108397,31.610868,26.798923,37.070137220741856,45.42064894481877,22.21427483870977,37.44119078519353,46.2295658175276,23.47179297458904,36.24615522268639,44.07575396521628,21.479688222260013,32.69314085585738,33.44090562744596,18.967538935713957,29.946928,25.112467,22.695953
39.92259064136657,36.665961037503976,41.913927790047055,42.10932564282318,41.406631572885985,46.48004198168772,41.13036154557896,39.54472779345911,43.43376871702539,32.663776,32.955437,33.49873,41.61984359420107,40.475679683172544,44.95690534935655,42.10932564282318,41.406631572885985,46.48004198168772,41.0540926099229,39.20577346794969,43.94257949625339,35.51501951374792,30.733035287406647,31.48024194120834,32.37091,27.868141,30.708048
39.96733338806488,43.14805410468704,39.26765417859778,42.30767588711757,45.83968879751658,43.038522636867306,41.50784983000821,43.77832669783305,39.865591549631446,33.6821,32.905354,34.049847,41.90776285856289,44.80900774767481,41.45205709324938,42.30767588711757,45.83968879751658,43.038522636867306,41.26095303506355,44.255356533345555,40.723922788365506,35.39461087290966,33.36839613961574,28.947051752929315,33.39561,29.306906,32.07151
36.65801117872286,40.37630683686984,42.92436293773673,40.85701827866372,44.66769186967099,46.26065307734604,40.091470772417274,43.2045170371773,42.93920785535578,33.628586,33.63092,34.934418,40.4742445255405,43.93610445342414,44.59993046635091,40.85701827866372,44.66769186967099,46.26065307734604,39.20216674326795,42.74950524790605,44.041407956812854,33.73095278739134,33.25594615263788,31.412409918229727,33.472527,29.908594,31.82179
41.34866085276826,40.73769530032745,43.09695541311919,40.687249423089256,45.2148327605662,44.30181920923487,40.04595614991161,43.762938676184625,41.65910087504778,33.214905,34.089565,34.45773,40.36660278650044,44.488885718375414,42.98046004214133,40.687249423089256,45.2148327605662,44.30181920923487,40.69395547525638,43.23848891235943,43.01929183246728,33.95300426021805,31.702250929855495,31.30721389038732,31.361765,27.997944,32.195183
47.33091160844603,43.74920535693112,41.38684603504758,52.67877343211431,51.89612685881071,50.8156310533832,51.86386509938903,50.90389778984926,47.785596006073305,34.78573,34.602245,36.391434,52.27131926575167,51.400012324329985,49.30061352972825,52.67877343211431,51.89612685881071,50.8156310533832,50.62451671331646,48.849743335197026,46.66269103150137,41.87466359060448,31.909625459240942,29.85374492781092,33.68125,30.671486,34.017826
46.1837458965684,50.66641551802304,47.234670339717574,48.17896479470358,57.42302096773825,55.96876366761915,47.37573761960483,56.30797219433589,54.122486160707936,36.40165,35.966335,38.440952,47.77735120715421,56.86549658103707,55.04562491416354,48.17896479470358,57.42302096773825,55.96876366761915,47.24614943695894,54.79913622669906,52.44197338934822,41.22423829723071,39.307686614515134,30.04774207581712,34.98369,32.71364,32.185894
42.85405853064786,49.48325248955764,55.3339287164165,40.380688552886895,48.51078773381987,57.538190026848575,39.927087332414,47.45561345818422,55.65065151734593,30.235687,29.066446,40.099148,40.15388794265044,47.98320059600204,56.59442077209725,40.380688552886895,48.51078773381987,57.538190026848575,41.053944805316256,48.48321789385391,56.174256753537,37.98046917080021,38.70025250297003,36.96856677474147,31.032995,22.952312,35.35336
