prc_neig_h_1,prc_neig_h_2,prc_neig_h_3,ridge_neig_h_1,ridge_neig_h_2,ridge_neig_h_3,lasso_neig_h_1,lasso_neig_h_2,lasso_neig_h_3,xgb_neig_h_1,xgb_neig_h_2,xgb_neig_h_3,cb_ridge_lasso_neig_h_1,cb_ridge_lasso_neig_h_2,cb_ridge_lasso_neig_h_3
0.6683442409195316,1.1651272433231648,1.2306741105545582,0.9293280586145508,0.6187441759577682,0.8167151896456653,0.72792424324697,0.5705757627218606,0.4790049662340864,0.63966507,0.9206853,0.61682606,0.8286261509307604,0.5946599693398145,0.6478600779398758
1.1791060458671598,0.9748089697824712,1.230771271114704,0.911351696898984,1.4152345389269316,0.808397210071485,0.7431224665860905,0.7133524633004364,0.5536032485770974,1.0098963,0.7490802,0.7174072,0.8272370817425372,1.064293501113684,0.6810002293242912
0.9424671351245416,1.0544859439734957,0.901237971073766,0.846363576567581,0.8182845011544568,1.0995731681727214,0.733945092959837,0.7077699580138076,0.5901188650343321,0.6339293,0.7339102,0.82239497,0.790154334763709,0.7630272295841323,0.8448460166035268
0.7306507140519043,0.9130436556854048,0.9862059646489012,0.6590569566892914,0.6546796362083737,0.7351864512848718,0.6409980033894003,0.7271027414966968,0.5818554774827129,0.75820965,0.49056363,0.73931664,0.6500274800393459,0.6908911888525353,0.6585209643837924
0.990215210806002,0.7296175489139225,0.8140084407169048,0.8567961347293651,0.7870899312017681,0.730165767360799,0.5800428404045979,0.7430929236658417,0.5895205033777522,0.7744885,0.7244886,0.4209275,0.7184194875669815,0.7650914274338049,0.6598431353692755
1.078205538123406,0.6670174115146794,0.5325478510744338,1.0289028029066238,0.9956424529000368,0.8556885545324471,0.7435334713783968,0.7498347222637711,0.6598198965105984,0.526039,0.6993341,0.5631808,0.8862181371425103,0.872738587581904,0.7577542255215227
0.8243866715628283,0.984862037364453,0.6291812240875037,0.8447048580523351,1.2083843693733245,0.7189642007004574,0.7346564983989228,0.8585572448311087,0.6891562179938815,0.6834142,0.47194248,0.67268115,0.7896806782256289,1.0334708071022165,0.7040602093471695
0.8131048141111104,0.9468205626683242,0.9344788843331452,0.8274452816601283,0.8243676529846226,0.9481354513454836,0.8195952033737585,0.8543499388876827,0.9841044187676848,0.6728221,0.5546439,0.5,0.8235202425169434,0.8393587959361526,0.9661199350565842
0.632093612548438,0.7299733238133765,0.8111024896267987,0.5491934821309066,0.2852808842074879,0.7437387522050284,0.6869507179138232,0.8347913977675441,0.8968777698718936,0.55184555,0.55339336,0.6006844,0.6180721000223649,0.560036140987516,0.820308261038461
0.7267048934464262,0.5789580267393979,0.6649540915903341,0.6326038826456382,0.6351469545202585,0.5362364019079789,0.7460984590913188,0.7567123969777261,0.760906617114331,0.6138078,0.56677455,0.7548036,0.6893511708684785,0.6959296757489923,0.648571509511155
0.7181490989534154,0.6094200573569801,0.5301634947169501,0.6902643275467395,1.0046250812125823,0.6723728588782608,0.7301197133575317,0.7709241882538634,0.6731378537718157,0.62229925,0.4502809,0.63163525,0.7101920204521356,0.8877746347332229,0.6727553563250382
0.916273229538726,0.5161707414693417,0.4782048287885262,0.7804205423694579,0.7436728480016043,0.7343663332793094,0.7330791858341421,0.7319862223053459,0.7268544669076553,0.64605623,0.42567083,0.5,0.7567498641018,0.7378295351534752,0.7306104000934823
1.1035952367298494,0.6512208132513178,0.4571055277911389,0.7237955467774478,0.9328637024473974,0.7582028518593756,0.6545984731218544,0.7317697214765693,0.7077123221394831,0.6679803,0.57720923,0.5111217,0.6891970099496512,0.8323167119619833,0.7329575869994294
0.9144751201681928,0.9297425341461104,0.5714359715620522,0.9915419600406296,0.8501089780454426,0.8505397550377874,0.6839164228095787,0.6602016814141167,0.6930624010527996,0.73715377,0.63369626,0.5628681,0.8377291914251042,0.7551553297297797,0.7718010780452935
1.0328460776321495,0.9271350954971922,0.9007745132700338,0.8716351899057972,1.1264311335358772,0.7284614666320599,0.7425188735945365,0.7107471424563488,0.7250549410714139,0.7597005,0.852996,0.68138754,0.8070770317501669,0.9185891379961132,0.7267582038517368
1.4218311415122058,1.0142509163062887,0.9090213750666306,1.131772952304499,1.1708248267630887,1.273029974713367,0.8002584847635179,0.7952818486274432,0.7983397029103312,0.9873304,0.8711412,0.90386504,0.9660157185340084,0.983053337695266,1.0356848388118491
1.1436423992144915,1.2639649323924953,0.9837159918207914,0.997510058049746,1.1853736043409997,1.133114210891027,0.8494158088133595,0.7604995309826381,0.7979551769670471,0.8165384,0.807925,0.7131451,0.9234629334315528,0.9729365676618188,0.965534693929037
1.2225649197272226,1.1365428609868666,1.3007279380367658,0.9612398277244072,1.4794439015857468,1.2871114973139806,0.8397606224237368,0.7415614523845513,0.7793659397640992,0.8048855,0.7074523,1.1458894,0.900500225074072,1.1105026769851492,1.03323871853904
1.2307307777781775,1.133694898912987,1.0863406717939323,1.06057498906682,0.6615125831161272,1.1267773819518918,0.8255884117896334,0.7100113183169934,0.6415846624261591,0.8694797,0.72991973,0.7405659,0.9430817004282266,0.6857619507165602,0.8841810221890254
1.265075055434362,1.064224400063245,1.0664548472578663,1.074551268788495,1.079591990553229,0.978698101443723,0.7874640475763395,0.8073342933560912,0.5496963209496517,0.35934314,0.8507333,0.8668554,0.9310076581824172,0.94346314195466,0.7641972111966874
1.341783428389139,1.1569750197338826,1.0649003637661068,1.1310778435191655,0.8859672860309357,1.014013424381777,0.8777715354716433,0.8314275004044451,0.7342536653586752,0.64166313,0.4418831,0.7869744,1.0044246894954043,0.8586973932176905,0.8741335448702261
1.2356781672729675,1.1656232125122472,1.0456388456527757,0.8417721774855261,0.8071850676596678,0.8830765174739278,0.7423275350902406,0.9220155412860558,0.8126746375853172,0.89103496,0.5189481,0.3488137,0.7920498562878834,0.8646003044728618,0.8478755775296225
