date,yoy_rate
1997-01-31,5.35714285714286
1997-02-28,4.339250493096647
1997-03-31,3.543307086614189
1997-04-30,2.1442495126705596
1997-05-31,2.34375
1997-06-30,2.9585798816567976
1997-07-31,2.952755905511806
1997-08-31,4.509803921568611
1997-09-30,2.3121387283236983
1997-10-31,1.5238095238095273
1997-11-30,0.9541984732824416
1997-12-31,0.3802281368821214
1998-01-31,-2.4482109227871973
1998-02-28,-2.457466918714546
1998-03-31,-2.471482889733845
1998-04-30,-1.5267175572518998
1998-05-31,-1.9083969465648831
1998-06-30,-2.1072796934865967
1998-07-31,-1.9120458891013437
1998-08-31,-4.315196998123827
1998-09-30,-4.331450094161971
1998-10-31,-4.8780487804877986
1998-11-30,-4.725897920604916
1998-12-31,-5.492424242424243
1999-01-31,-3.8610038610038644
1999-02-28,-4.069767441860472
1999-03-31,-2.3391812865496964
1999-04-30,3.100775193798455
1999-05-31,2.3346303501945664
1999-06-30,4.109589041095885
1999-07-31,5.458089668615984
1999-08-31,7.25490196078431
1999-09-30,8.661417322834652
1999-10-31,8.481262327416172
1999-11-30,9.126984126984139
1999-12-31,12.224448897795593
2000-01-31,14.658634538152615
2000-02-29,15.959595959595951
2000-03-31,17.764471057884236
2000-04-30,8.834586466165394
2000-05-31,11.026615969581744
2000-06-30,13.909774436090228
2000-07-31,12.569316081330872
2000-08-31,11.334552102376595
2000-09-30,16.30434782608696
2000-10-31,15.454545454545453
2000-11-30,16.36363636363636
2000-12-31,12.5
2001-01-31,9.281961471103317
2001-02-28,12.020905923344948
2001-03-31,8.813559322033893
2001-04-30,12.262521588946452
2001-05-31,13.869863013698636
2001-06-30,8.745874587458747
2001-07-31,5.9113300492610765
2001-08-31,5.418719211822665
2001-09-30,1.4018691588784993
2001-10-31,-0.7874015748031482
2001-11-30,-3.125
2001-12-31,-2.5396825396825418
2002-01-31,0.48076923076922906
2002-02-28,-1.8662519440124314
2002-03-31,0.0
2002-04-30,0.7692307692307665
2002-05-31,-2.706766917293224
2002-06-30,-2.5796661608497806
2002-07-31,-0.46511627906976605
2002-08-31,0.15576323987538387
2002-09-30,-0.1536098310291778
2002-10-31,3.492063492063502
2002-11-30,2.580645161290329
2002-12-31,4.234527687296419
2003-01-31,6.858054226475274
2003-02-28,8.399366085578453
2003-03-31,7.3208722741433085
2003-04-30,1.8320610687022842
2003-05-31,1.2364760432766575
2003-06-30,2.6479750778816147
2003-07-31,2.9595015576323824
2003-08-31,3.8880248833592645
2003-09-30,2.3076923076922995
2003-10-31,2.1472392638036686
2003-11-30,4.245283018867907
2003-12-31,3.4375000000000044
2004-01-31,-0.14925373134327957
2004-02-29,-2.3391812865497186
2004-03-31,-2.1770682148040676
2004-04-30,2.6986506746626615
2004-05-31,7.328244274809159
2004-06-30,5.0075872534142585
2004-07-31,5.900151285930422
2004-08-31,6.437125748502992
2004-09-30,6.165413533834574
2004-10-31,9.459459459459474
2004-11-30,7.088989441930615
2004-12-31,4.682779456193353
2005-01-31,5.3811659192825045
2005-02-28,6.437125748502992
2005-03-31,8.456973293768533
2005-04-30,9.051094890510946
2005-05-31,5.974395448079672
2005-06-30,10.115606936416178
2005-07-31,11.571428571428566
2005-08-31,11.392405063291156
2005-09-30,15.864022662889532
2005-10-31,12.620027434842228
2005-11-30,11.69014084507043
2005-12-31,14.430014430014438
2006-01-31,15.46099290780143
2006-02-28,14.627285513361477
2006-03-31,11.764705882352944
2006-04-30,12.717536813922358
2006-05-31,13.557046979865772
2006-06-30,11.811023622047244
2006-07-31,10.11523687580027
2006-08-31,7.954545454545459
2006-09-30,0.7334963325183574
2006-10-31,-0.12180267965894442
2006-11-30,2.774274905422458
2006-12-31,2.774274905422458
2007-01-31,1.474201474201453
2007-02-28,2.208588957055202
2007-03-31,3.5495716034271707
2007-04-30,1.7814726840855055
2007-05-31,2.009456264775422
2007-06-30,1.5258215962441257
2007-07-31,1.5116279069767424
2007-08-31,0.8187134502924076
2007-09-30,5.946601941747565
2007-10-31,6.2195121951219345
2007-11-30,11.042944785276077
2007-12-31,8.588957055214719
2008-01-31,9.443099273607757
2008-02-29,9.003601440576237
2008-03-31,9.810874704491734
2008-04-30,9.334889148191362
2008-05-31,12.282734646581694
2008-06-30,14.10404624277457
2008-07-31,14.662084765177541
2008-08-31,12.645011600928058
2008-09-30,11.91294387170676
2008-10-31,9.529276693455802
2008-11-30,1.2154696132596676
2008-12-31,-0.7909604519774072
2009-01-31,-0.7743362831858391
2009-02-28,-1.2114537444933848
2009-03-31,-4.52099031216362
2009-04-30,-5.22945570971185
2009-05-31,-7.843137254901967
2009-06-30,-7.801418439716312
2009-07-31,-11.38861138861138
2009-08-31,-6.900102986611733
2009-09-30,-8.904810644831118
2009-10-31,-6.918238993710702
2009-11-30,-2.510917030567683
2009-12-31,0.9111617312072884
2010-01-31,1.0033444816053505
2010-02-28,0.11148272017835748
2010-03-31,3.945885005636973
2010-04-30,5.180180180180183
2010-05-31,4.815229563269874
2010-06-30,2.7472527472527375
2010-07-31,4.6223224351747305
2010-08-31,2.433628318584069
2010-09-30,4.494382022471921
2010-10-31,5.067567567567566
2010-11-30,5.039193729003366
2010-12-31,8.12641083521446
2011-01-31,8.498896247240628
2011-02-28,10.133630289532313
2011-03-31,10.412147505422986
2011-04-30,10.385438972162731
2011-05-31,9.401709401709413
2011-06-30,9.090909090909083
2011-07-31,10.56034482758621
2011-08-31,9.935205183585328
2011-09-30,11.18279569892473
2011-10-31,11.146838156484474
2011-11-30,11.087420042643936
2011-12-31,7.933194154488521
2012-01-31,7.121057985757884
2012-02-29,7.886754297269971
2012-03-31,6.385068762278978
2012-04-30,5.528612997090199
2012-05-31,4.8828125
2012-06-30,4.019607843137241
2012-07-31,4.385964912280693
2012-08-31,7.367387033398831
2012-09-30,6.6731141199226185
2012-10-31,5.400192864030862
2012-11-30,3.7428023032629376
2012-12-31,3.675048355899424
2013-01-31,4.2735042735042805
2013-02-28,4.123711340206171
2013-03-31,1.1080332409972415
2013-04-30,1.1029411764705843
2013-05-31,1.9553072625698276
2013-06-30,3.1102733270499616
2013-07-31,3.267973856209161
2013-08-31,1.0064043915828158
2013-09-30,0.453309156844961
2013-10-31,-0.09149130832570851
2013-11-30,0.09250693802036469
2013-12-31,1.3992537313432862
2014-01-31,-1.7304189435336848
2014-02-28,-2.6102610261026005
2014-03-31,-1.5525114155251152
2014-04-30,-1.272727272727281
2014-05-31,-0.8219178082191858
2014-06-30,-0.2742230347349328
2014-07-31,-1.5370705244122873
2014-08-31,-1.9021739130434812
2014-09-30,-2.166064981949456
2014-10-31,-2.1062271062270987
2014-11-30,-2.310536044362288
2014-12-31,-6.531738730450787
2015-01-31,-8.897126969416135
2015-02-28,-7.208872458410354
2015-03-31,-5.565862708719848
2015-04-30,-5.8011049723756924
2015-05-31,-4.880294659300177
2015-06-30,-5.774518790100824
2015-07-31,-6.060606060606066
2015-08-31,-7.479224376731297
2015-09-30,-9.225092250922506
2015-10-31,-8.6997193638915
2015-11-30,-7.5685903500473
2015-12-31,-6.496062992125983
2016-01-31,-5.6968463886063025
2016-02-29,-8.565737051792832
2016-03-31,-8.93909626719056
2016-04-30,-8.504398826979475
2016-05-31,-8.03484995159729
2016-06-30,-6.420233463035019
2016-07-31,-7.03812316715543
2016-08-31,-5.888223552894212
2016-09-30,-3.556910569105687
2016-10-31,-1.43442622950819
2016-11-30,-2.5588536335721557
2016-12-31,2.421052631578946
2017-01-31,5.93311758360302
2017-02-28,7.18954248366015
2017-03-31,5.177993527508096
2017-04-30,5.021367521367526
2017-05-31,2.0000000000000018
2017-06-30,-0.10395010395011228
2017-07-31,0.8412197686645806
2017-08-31,2.1208907741251393
2017-09-30,2.739726027397249
2017-10-31,1.2474012474012586
2017-11-30,3.6764705882353033
2017-12-31,1.2332990750256956
2018-01-31,0.7128309572301372
