,prc_food,ridge_food,lasso_food,xgb_food,cb_ridge_lasso_food,cb_ridge_pcr_food,cb_ridge_prc_lasso_food,ar_1_food
h_1,0.7116637341866727,0.6996719220076493,1.0029053335872848,1.4702296442866147,0.8229948193298129,0.6996719220076493,0.752818501641239,0.8906459337968258
h_2,1.1525458891799945,0.9150968941368853,1.19883761638943,1.9437119607606452,1.0323240929047368,0.9150968941368853,1.0246616570596738,1.4793758915579724
h_3,1.603848379491578,1.0581657717665938,1.3715305035492291,1.9214358328108065,1.1967179204910368,1.0581657717665938,1.2756231310752593,2.0047025223038473
