number,mae,duration,params_alpha,params_colsample_bytree,params_lambda,params_learning_rate,params_max_depth,params_num_boosted_rounds,params_subsample
302,0.4864720404148102,0.073796,0.26390301894097573,0.7544670279323329,0.23819272643721595,0.2831387732849016,14,100,0.7644872139912392
804,0.4865427414576213,0.106465,0.025944820057381704,0.8676312530543039,0.4829330570077847,0.24188310536883492,12,97,0.7591306796192148
534,0.4867938458919525,0.083419,0.28034526349334915,0.8100122358627954,0.16915913461040413,0.24052983113349885,4,98,0.7507500086927138
683,0.48714975516001385,0.097012,0.2724585097702532,0.9111235772382251,0.20924097106552345,0.29056134724641614,8,97,0.7536205681722606
926,0.4871547818183899,0.122839,0.2248523038244661,0.8073208328593445,0.2483600707779135,0.28048665527451117,7,50,0.7198308927528648
539,0.4874584476153056,0.08823,0.2339897444663114,0.7748937763439798,0.1991449465816545,0.24575043052777265,7,94,0.7596811039293848
598,0.48751453558603924,0.091114,0.03506932303782423,0.8614525709442388,0.5618770416642275,0.1672540149948149,4,29,0.7386420582042661
963,0.48756063481171924,0.114024,0.21997378547175594,0.8146921962129061,0.20480238207022824,0.26677853002216445,9,57,0.765062940109346
569,0.48760998249053955,0.090274,0.02405990733678229,0.8792536014718574,0.6140426867649345,0.2968110745327023,7,11,0.698322614070706
601,0.4882023135821025,0.10459,0.1481198903751132,0.8404811794145026,0.4861498714380149,0.28363693499365206,8,98,0.7346161538360801
783,0.4890083422263463,0.099483,0.2472672696068426,0.8672795346191265,0.5837140053286628,0.23328727771149482,14,82,0.7420657164815946
274,0.48941272497177124,0.081939,0.03574840254945527,0.7534959993176926,0.4756192851033226,0.21749029005572715,11,98,0.7384157410727393
739,0.48987410962581635,0.100427,0.23157337097299707,0.8584206578137441,0.9564219804872723,0.2374787470672931,13,77,0.7433827296953411
895,0.4913615882396698,0.119237,0.22563878894214726,0.8089265635382378,0.26894870477558774,0.26701013889859493,10,49,0.7637391356313079
256,0.49148233731587726,0.069966,0.2547628742233222,0.7582497645420095,0.55905948023798,0.23256643232835283,14,95,0.7362537989047557
689,0.4918263802925746,0.096471,0.2686958617880962,0.7665173017121736,0.723821096472522,0.20769750792677616,12,98,0.7401446103132212
836,0.4921124925216039,0.123258,0.23437192383562286,0.7920680991087067,0.241756381000082,0.26295102758113603,9,41,0.7439192849372018
428,0.4929655243953069,0.08002,0.39043326058290695,0.7928109702562286,0.6265057207937513,0.22484018524811403,6,98,0.6984832228953252
812,0.49317796031634015,0.103176,0.11231902710448229,0.7855636834377778,0.5561896412391326,0.2552240193352841,12,96,0.7648266095666645
704,0.49377835790316266,0.096236,0.2814606067959177,0.8949263574541728,0.494086008232404,0.22888407254313076,6,99,0.7718624381941293
940,0.49381210406621295,0.113497,0.23592891956281883,0.8079854536781791,0.27905829834460627,0.2591712492254755,9,56,0.716559439640084
906,0.4941396911938985,0.109926,0.21063656540388268,0.8106225281168523,0.26641759394271974,0.2592715296417147,10,51,0.7413017488374195
253,0.4943500757217407,0.072684,0.24853260876929514,0.7468487029867197,0.5782166395908109,0.25208486504928895,14,94,0.7292158231435699
282,0.49469998478889465,0.074143,0.04579576310915501,0.7547908877631644,0.5819853702913417,0.2889091167783357,14,13,0.7423538357083221
387,0.4947568476200104,0.078057,0.2792016226397523,0.7749071744272946,0.2235911981262475,0.2514711241986119,10,100,0.7595576744496199
835,0.49489283561706543,0.128641,0.2204384830500668,0.8146081730699831,0.23247805990648474,0.27018947639306357,8,43,0.7269150240047828
442,0.49497899909814197,0.08155,0.03789497373171288,0.8464723106136266,0.5973327593935795,0.2945914619317301,8,97,0.7363715302627527
998,0.49512382845083874,0.119195,0.2496309552205075,0.8565559715703436,0.21023770596245434,0.2753790089582579,10,65,0.7508202146066636
589,0.495373214284579,0.086535,0.028588865055304797,0.8679375157862613,0.5975413112103756,0.27789976129050387,6,96,0.735581261394766
896,0.49549752473831177,0.10729,0.20930627608550337,0.8036587399727532,0.21996170766085935,0.260040139069326,9,52,0.751934551115245
826,0.4957074324289958,0.110173,0.22865123063597748,0.8022385836650873,0.23291222516144386,0.26898438408632735,9,44,0.7254022602234046
776,0.496133749683698,0.117403,0.24114654320193024,0.824825755993195,0.6103484983201588,0.2424346540915812,13,97,0.7512092386660898
587,0.496442049741745,0.106076,0.0832144096577557,0.8542922560262346,0.5619373062282246,0.29504736532703474,8,98,0.7291850210584987
264,0.4964856406052907,0.074275,0.22264425412564864,0.7622705152042276,0.53338606723018,0.24829846405216907,13,10,0.7482558160028091
908,0.4977869540452957,0.119765,0.20090662935419584,0.816868873954522,0.2549819580500028,0.25994430906602956,9,50,0.7466082960099303
954,0.4978349506855011,0.125538,0.2241527787815021,0.7952035406902355,0.25673311364655643,0.2668233514520929,10,56,0.7808200778094493
515,0.4996372809012731,0.087264,0.24177351669939925,0.8815840583452448,0.2560385229583346,0.2904689894994679,14,98,0.7781966649922811
472,0.49974189698696136,0.088507,0.24569248651628992,0.8393454325259598,0.20440948438483347,0.2788711944955411,7,95,0.7817399424838936
671,0.49978908399740857,0.09976,0.24685339784549865,0.8602833300937044,0.17004434398769983,0.28904612842595306,14,35,0.7729112643696935
322,0.5001490712165833,0.083897,0.018996807778911787,0.8176534759597913,0.27413973871071645,0.23694753629653248,14,96,0.7478924659481331
833,0.5001505315303802,0.102083,0.21138444858632072,0.8148902900092391,0.2635177313709549,0.26270316952749295,8,43,0.7380098425750541
917,0.5002593447764715,0.127874,0.23123837160262928,0.7961111857695666,0.24151972762192853,0.27660726949587744,8,54,0.7268849676720657
293,0.5004069755474726,0.078129,0.06378198813639069,0.7663460999216346,0.5031978193184404,0.24003830449893032,13,99,0.7453541680757035
332,0.5004583199818929,0.077223,0.2657857073353832,0.856266159266437,0.19398027210636337,0.24910986721583314,13,62,0.7445594648668855
370,0.5004970381657282,0.085514,0.255229683917149,0.7938037168507074,0.5700065530542815,0.28926117065315105,9,48,0.7223692185292099
722,0.5005216797192892,0.103514,0.023648557541469686,0.8319472829253209,0.839845842036855,0.2869076187636946,7,65,0.7866261909854858
927,0.5007494489351908,0.118828,0.22673644638817678,0.821211177371206,0.1976166534776017,0.25916682474317637,8,45,0.7536649969707159
527,0.501065860191981,0.089249,0.2597127175805382,0.5797831574892014,0.5974233733986545,0.2895613637767054,8,95,0.7448468795968906
555,0.5015292117993037,0.090195,0.07637733889908734,0.8091550154734934,0.3713687802108192,0.2887061492862171,13,96,0.7226079646523306
422,0.5015400598446528,0.078592,0.04879456695016395,0.8179593921280424,0.5844653416031073,0.25361794003705446,7,96,0.7367802216706065
865,0.5017157991727194,0.105848,0.2256889769620536,0.8028952849655762,0.1679149433811806,0.26896151973898047,8,50,0.7246888498297441
961,0.5018062045176824,0.124586,0.2105064746717554,0.8200653032955253,0.2077178235586032,0.2757143127390901,10,63,0.7852321305072423
210,0.5018456528584162,0.070582,0.26063433703886973,0.7713254148179765,0.5938477113927485,0.23543581843534994,14,96,0.7420375264157009
608,0.5023290564616522,0.090466,0.25986699796909846,0.7513121534746748,0.5429656142852605,0.27970522696952477,14,89,0.7376806637959046
167,0.502775251865387,0.070762,0.26392138090113837,0.898998840176883,0.18985511811394287,0.27084815132905904,6,86,0.7148460456666421
863,0.5027913351853689,0.12476,0.22469526399262088,0.8346881529781195,0.2069311265952599,0.2756028918530202,9,53,0.7175714331855076
753,0.5030864030122757,0.100785,0.24636595469585001,0.8536121284923913,0.48148578624586325,0.29515968664641,13,92,0.7708595195863435
788,0.5031188378731409,0.098981,0.274866073721478,0.804227688034787,0.5569383660553834,0.24136670491905027,12,59,0.7374080172530053
632,0.503145769238472,0.092738,0.2740511732351908,0.821858295785493,0.5207850360574469,0.28672406414236473,9,98,0.7243545058063426
999,0.5039965907732645,0.111903,0.2365497475733932,0.8567220036492741,0.15919962107629254,0.27008038855327043,10,63,0.7185896230250207
220,0.5042466173569361,0.073361,0.2528545840584914,0.7587079725584198,0.5927770477156566,0.22910729682460226,13,98,0.7573625287353616
584,0.5045197804768881,0.088778,0.07128709135328871,0.7359113728657586,0.5393436472786689,0.2413986901992292,13,41,0.7424147855818753
562,0.5051485051711401,0.09164,0.04852819420960601,0.8385595918484143,0.21832243964339226,0.27178801560731,13,96,0.7304357197594523
307,0.505555714170138,0.073451,0.29234645019716043,0.7481585574083365,0.46380175107076743,0.2651938222557994,13,96,0.7870613882872237
760,0.5058410465717316,0.119788,0.04246150370094558,0.871727253342297,0.713123367135417,0.2827540096201375,13,93,0.7383239946301744
351,0.5058752099672953,0.082017,0.3071707984299718,0.8211065935223775,0.19395481495204345,0.28925222699122677,11,98,0.7670519744511799
612,0.5061212430397669,0.099298,0.04136166965669014,0.8368096067816355,0.5312358487850966,0.2771906548122697,14,96,0.7385724616241707
732,0.5061315397421519,0.107424,0.030016739030296335,0.8003441570837395,0.9187217949358,0.2816761848346626,8,93,0.7439566237536319
186,0.5062831391890844,0.066139,0.34077833587290546,0.8929513912335124,0.19271402219128383,0.17300243076258853,7,12,0.7412188475773486
197,0.5069120228290558,0.065361,0.4025173056237489,0.8538821261663793,0.4508704368306501,0.28850445715767037,6,85,0.6946272993338068
520,0.5070124268531799,0.078527,0.29115755204001215,0.7527798701235352,0.15533176477093008,0.2787218049048528,5,97,0.712784697587522
878,0.5075145761171976,0.104568,0.20202645354236362,0.8269693227671187,0.24963213378648055,0.2708556820114247,7,56,0.727517725808534
642,0.5075478255748749,0.108683,0.02491836828805429,0.8616581437292301,0.6274150941376214,0.24679777687231155,8,99,0.7400408742066368
843,0.5076986650625864,0.110609,0.23292374272378605,0.8194358624039738,0.19891353820655894,0.27156861843611785,9,52,0.7220790004441904
221,0.5079769343137741,0.070358,0.23891090025148987,0.7744851785718047,0.6268839911571624,0.23132862590212974,12,97,0.7426130138904335
460,0.5080753366152445,0.085746,0.06815931560795048,0.8104693935837981,0.5672722477591566,0.1586600008768389,7,21,0.7276755699747105
240,0.5087085763613383,0.070596,0.29247980514286054,0.728977974594495,0.601339060134605,0.2389011387562941,13,98,0.7426207954191728
769,0.5087923258543015,0.099871,0.2564593582511212,0.749690118033469,0.5673518271860677,0.23714067278952045,8,15,0.7279332141555215
377,0.5087928473949432,0.080303,0.26027470843199185,0.8506915683914175,0.6372545286569514,0.2558102301610117,14,96,0.7453303859563672
638,0.5093060235182444,0.092972,0.26168095590551677,0.8070362882343343,0.5041725466527965,0.2402943700843303,14,12,0.7424135658635431
967,0.5101876656214396,0.122274,0.1287874823126479,0.8084935612513008,0.2008785403981546,0.27861038366143487,9,58,0.7723828342449929
651,0.5105956445137659,0.102349,0.3286407291431885,0.9412242407663348,0.14006835429386957,0.23202536670968885,7,81,0.7441504475980928
778,0.510951429605484,0.103766,0.23027910000858368,0.8290631939257199,0.5768415031505915,0.24636889370440349,14,95,0.7435431040893974
229,0.5109820415576299,0.067305,0.2797272361855086,0.7727373778244073,0.523211131670319,0.2397907471761454,13,92,0.7280165338941039
922,0.5114601403474808,0.123602,0.23690301804995909,0.8060367246615467,0.18907601539933677,0.27346963059416807,9,62,0.7675539413867566
257,0.5115176985661188,0.0659,0.24051314651800407,0.8056937974118077,0.49130890618737205,0.2448748774062263,12,90,0.7506972173232016
451,0.5116636256376902,0.086897,0.07781318271776527,0.781711873287305,0.5524806136368902,0.29501378810275203,12,97,0.7215222332581497
189,0.5121212005615234,0.066777,0.11060514588160547,0.8293034776677016,0.29115325138411663,0.230431450802299,8,96,0.7028296412900334
924,0.5129187603791555,0.106765,0.23357587637507674,0.7972468148506574,0.2948413613980941,0.27557834512895957,8,52,0.7521414400684489
665,0.5134657472372055,0.114945,0.03484561794721373,0.8653386134089,0.23715879260153716,0.28414147189854405,8,98,0.7512460516712784
735,0.5134962350130081,0.102473,0.04709398440543919,0.8691133634809364,0.5683162458155756,0.2999109448967974,12,95,0.7357718890469822
432,0.513555665810903,0.091533,0.23474592957005988,0.7796813935545274,0.5684775679196437,0.2999741810921762,7,99,0.7271269636016816
948,0.5136624872684479,0.118052,0.2451212391445958,0.792688724364112,0.30750416991551,0.26410281215683584,10,60,0.7599780794380976
772,0.5141846636931101,0.097916,0.2285990812902724,0.8480480947308082,0.5889900193087831,0.22700150151505022,14,74,0.7178646578391078
177,0.5142048895359039,0.067221,0.08621166422620877,0.8596845290311691,0.8455706872515014,0.27934494542406085,8,34,0.6782439501203553
595,0.5143210838238398,0.08824,0.23792983281177124,0.8297099186327677,0.5027828640301493,0.2311956384928694,13,92,0.7579456901055687
557,0.5145723621050516,0.098095,0.2542055549146786,0.7488580122625733,0.3281425433816747,0.2892435798640849,13,97,0.7032333245253907
575,0.5153208126624426,0.103045,0.010363452146962326,0.8580206322345193,0.5854467700104882,0.2896153652464487,14,76,0.7347572637748084
321,0.5154046366612116,0.07358,0.36359445711160693,0.7696297118643078,0.4955977656452993,0.2561052677792559,13,91,0.7358157918173085
988,0.5155822982390722,0.123397,0.24453247267635195,0.7990620671567326,0.23634659543990896,0.2831679537177305,9,34,0.7645793242127872
270,0.5155913531780243,0.069995,0.2722574550869241,0.7809186647089242,0.5604305948748554,0.29468353896607696,13,14,0.7188046200876438
439,0.5160345782836279,0.082926,0.0710147671683341,0.8758306662901162,0.5809435505689856,0.2455230057044693,14,100,0.743676190107402
766,0.5160857836405436,0.108906,0.24005115677883632,0.8597492551596002,0.5034424552793546,0.24698592802066058,3,99,0.8312159319850827
374,0.5161039084196091,0.077944,0.29995859633242455,0.8337677340151067,0.5645504235272338,0.28346728651944736,8,95,0.733669887788646
498,0.5164499978224436,0.083116,0.27554628792522434,0.7223799048074819,0.43980888367773047,0.2329017449648834,13,98,0.7528251977622472
84,0.5169557134310404,0.059835,0.1810370798798458,0.7975682955681191,0.5983736920360733,0.2379039861561593,10,98,0.7145139222513485
847,0.517145017782847,0.11315,0.22321701803606653,0.8304446569017155,0.21053680089134466,0.2787917729770645,8,49,0.7130635697680152
777,0.5173256993293762,0.101047,0.24776463121855274,0.7583310398842124,0.5546861815613373,0.23770324303578,13,92,0.7605657845131327
976,0.5176036755243937,0.109158,0.23799571778594886,0.7021864840824541,0.2620940020348246,0.2634655515208703,10,55,0.752943954787029
636,0.5177003294229507,0.094404,0.032907605125797046,0.8729968049792292,0.6068302998014936,0.25086733215834184,13,96,0.7327961805789699
558,0.517876515785853,0.092767,0.32422045201801974,0.8727038552188007,0.2623432820225213,0.29318822148230556,9,92,0.7365341432727429
429,0.517889529466629,0.082552,0.2424828733942258,0.8314680716424135,0.5518354640231874,0.23318393311262756,13,96,0.7378255734352436
780,0.5181620766719183,0.105774,0.25344208213820185,0.8571868951684186,0.5970437036358467,0.2335202742557662,13,100,0.7345312727677359
915,0.5183271964391073,0.111016,0.20816021411722432,0.838831496702392,0.2803358402982365,0.27146062031675483,9,54,0.7399411217379832
639,0.5186896820863088,0.099544,0.06554535669163676,0.766778577520521,0.46776489130018045,0.29473309746450727,15,93,0.758680407446629
513,0.5189014871915182,0.08501,0.3055338364858361,0.7802633333286849,0.4548852803361337,0.1834333123492911,8,49,0.5680876896465874
718,0.5191827217737833,0.10463,0.058774414360220406,0.8430030085831258,0.5722665640698543,0.21436070605752394,12,84,0.716426111913599
685,0.5191844254732132,0.095977,0.0787962964490753,0.7588678229539036,0.38749477531823706,0.28503976524060154,17,100,0.7431953234575421
546,0.5195594131946564,0.089724,0.2541563515570929,0.8209232874437018,0.22829243716671818,0.2867794017102958,5,94,0.7828282008518257
241,0.5196733772754669,0.068928,0.25255817170957723,0.7794975512372735,0.5664421822209019,0.24760718977734136,13,98,0.7320214681185734
450,0.5198909938335419,0.079834,0.1221203591053952,0.802837778285448,0.5100004416053223,0.2815386025478,13,91,0.7075740542380208
280,0.5199641684691111,0.074419,0.02065113696947555,0.7736473620223718,0.6113418931520633,0.29477061723950787,13,96,0.7220627020138066
122,0.5199786325295767,0.056652,0.0788364347262051,0.8127350262290102,0.41662809556108427,0.2744197067183896,5,13,0.7068504787508562
514,0.5200118074814478,0.087545,0.258275071494948,0.8023657716969071,0.5515902929379373,0.2822515860467631,12,96,0.7448990271759295
653,0.5202349325021108,0.107021,0.07331741284627613,0.7891092943616018,0.5172057126931039,0.2948355244036488,6,69,0.7019014662480315
920,0.5204085558652878,0.11162,0.22306050894021645,0.848068775499272,0.2528765033873468,0.2789803964498291,8,49,0.7798885227883726
271,0.5205266873041788,0.071566,0.24019473863772944,0.743921808398051,0.5910019797011545,0.2903489497198172,13,95,0.7322579007189559
326,0.521386573712031,0.105275,0.06934860351712573,0.8459316032739227,0.514975884578712,0.295196925863416,13,97,0.7282068560857984
477,0.5219607204198837,0.077637,0.2884677375954836,0.8037482632261356,0.5889169659546983,0.23040026419656479,8,96,0.588226039398011
457,0.5221473375956217,0.088583,0.2749934869826761,0.793679921902559,0.46423987269257555,0.24466245716746005,12,66,0.7466019346844601
579,0.522356296579043,0.090058,0.0553375529280227,0.7511544363574946,0.5589041512028262,0.2941030178929131,13,23,0.7409276226908479
910,0.522365207473437,0.109278,0.21424635936471864,0.7971396784248073,0.2742387397932484,0.2689428464148079,9,48,0.7387310944765798
378,0.5226851503054301,0.070039,0.2457123925325393,0.7711029400799444,0.24599259869440504,0.2687042831996624,3,98,0.7278888060192574
459,0.5230974356333414,0.080851,0.028091354427014173,0.8266622362006515,0.5891165241608703,0.28436177687064074,13,100,0.7403820348633623
